No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
15088,2015/8/1,15,31,28,5,34,5,15,28,31,34,11,12,113,22.6,23,3,2,1,1,0,3,2,1,4,5,0,0,29,13,0,2,0
15089,2015/8/3,18,27,20,5,12,5,12,18,20,27,10,12,82,16.4,22,2,3,-1,0,2,3,2,1,5,4,0,0,22,7,1,1,1
15090,2015/8/5,21,11,9,6,17,6,9,11,17,21,6,8,64,12.8,24,4,1,3,3,0,1,4,-3,4,6,0,0,15,6,0,0,4
15091,2015/8/8,7,30,28,2,29,2,7,28,29,30,3,7,96,19.2,26,2,3,-1,0,0,3,2,1,5,5,2,1,28,21,0,0,1
15092,2015/8/10,34,27,2,21,14,2,14,21,27,34,5,8,98,19.6,18,2,3,-1,1,1,3,2,1,4,4,0,0,32,12,1,1,1
15093,2015/8/12,25,26,27,16,17,16,17,25,26,27,2,4,111,22.2,31,3,2,1,1,0,3,2,1,3,2,3,2,11,8,0,1,1
15094,2015/8/15,11,29,3,2,10,2,3,10,11,29,3,7,55,11,15,3,2,1,1,0,1,4,-3,5,4,2,2,27,18,0,0,0
15095,2015/8/17,14,35,34,26,8,8,14,26,34,35,5,10,117,23.4,27,1,4,-3,0,3,3,2,1,4,6,1,1,27,12,0,0,0
15096,2015/8/19,3,12,21,9,18,3,9,12,18,21,2,6,63,12.6,23,3,2,1,1,1,2,3,-1,5,2,0,0,18,6,0,0,1
15097,2015/8/22,26,17,16,4,27,4,16,17,26,27,1,4,90,18,30,2,3,-1,0,1,2,3,-1,3,4,2,2,23,12,0,0,2
15098,2015/8/24,14,33,27,9,21,9,14,21,27,33,6,9,104,20.8,24,4,1,3,2,0,3,2,1,5,4,0,0,24,7,0,1,1
15099,2015/8/26,25,22,9,14,12,9,12,14,22,25,5,10,82,16.4,22,2,3,-1,0,2,2,3,-1,4,4,0,0,16,8,1,2,1
15100,2015/8/29,9,15,23,32,18,9,15,18,23,32,5,7,97,19.4,27,3,2,1,1,0,3,2,1,5,4,0,0,23,9,1,1,2
15101,2015/8/31,32,6,17,18,12,6,12,17,18,32,7,12,85,17,25,1,4,-3,0,2,2,3,-1,4,5,1,1,26,14,1,2,1
15102,2015/9/2,33,15,11,34,14,11,14,15,33,34,3,12,107,21.4,17,3,2,1,1,0,2,3,-1,4,4,2,2,23,18,0,0,2
15103,2015/9/5,15,34,9,7,25,7,9,15,25,34,4,10,90,18,30,4,1,3,3,0,2,3,-1,4,6,0,0,27,10,2,2,2
15104,2015/9/7,19,34,30,25,16,16,19,25,30,34,4,9,124,24.8,24,2,3,-1,1,1,4,1,3,5,5,0,0,18,6,1,2,1
15105,2015/9/9,15,21,8,27,9,8,9,15,21,27,5,9,80,16,30,4,1,3,3,0,2,3,-1,5,3,1,1,19,6,0,0,1
15106,2015/9/12,13,2,11,22,30,2,11,13,22,30,2,3,78,15.6,8,2,3,-1,1,1,2,3,-1,4,4,0,0,28,9,0,0,1
15107,2015/9/14,23,28,3,25,29,3,23,25,28,29,6,7,108,21.6,28,4,1,3,2,0,4,1,3,4,6,1,1,26,20,0,0,3
15108,2015/9/16,26,16,13,31,1,1,13,16,26,31,7,12,87,17.4,17,3,2,1,1,1,2,3,-1,3,5,0,0,30,12,0,0,1
15109,2015/9/19,1,6,31,22,11,1,6,11,22,31,3,12,71,14.2,11,3,2,1,0,0,2,3,-1,3,5,0,0,30,11,2,2,0
15110,2015/9/21,2,10,7,30,22,2,7,10,22,30,7,11,71,14.2,11,1,4,-3,0,2,2,3,-1,3,4,0,0,28,12,1,1,4
15111,2015/9/23,16,24,7,8,28,7,8,16,24,28,3,10,83,16.6,33,1,4,-3,0,3,2,3,-1,4,5,1,1,21,8,0,1,1
15112,2015/9/26,19,15,5,28,4,4,5,15,19,28,4,11,71,14.2,31,3,2,1,2,0,2,3,-1,4,6,1,1,24,10,1,1,1
15113,2015/9/28,1,14,21,29,33,1,14,21,29,33,2,10,98,19.6,18,4,1,3,2,0,3,2,1,4,6,0,0,32,13,0,0,2
15114,2015/9/30,31,24,9,34,18,9,18,24,31,34,2,10,116,23.2,26,2,3,-1,0,1,4,1,3,4,6,0,0,25,9,0,0,1
15115,2015/10/3,12,14,8,16,13,8,12,13,14,16,3,9,63,12.6,23,1,4,-3,0,2,0,5,-5,5,3,2,1,8,4,0,0,1
15116,2015/10/5,10,33,19,7,24,7,10,19,24,33,3,7,93,18.6,23,3,2,1,0,0,3,2,1,5,4,0,0,26,9,0,0,1
15117,2015/10/7,20,6,33,30,17,6,17,20,30,33,10,11,106,21.2,16,2,3,-1,0,1,3,2,1,4,4,0,0,27,11,1,1,2
15118,2015/10/10,31,20,7,24,3,3,7,20,24,31,4,9,85,17,15,3,2,1,1,1,3,2,1,5,4,0,0,28,13,1,1,2
15119,2015/10/12,21,12,8,1,16,1,8,12,16,21,6,11,58,11.6,18,2,3,-1,0,2,1,4,-3,4,5,0,0,20,7,0,0,2
15120,2015/10/14,9,24,15,32,1,1,9,15,24,32,5,10,81,16.2,21,3,2,1,2,1,2,3,-1,5,4,0,0,31,9,1,1,2
15121,2015/10/17,4,28,27,17,2,2,4,17,27,28,4,6,78,15.6,28,2,3,-1,1,1,2,3,-1,4,6,1,1,26,13,0,0,1
15122,2015/10/19,11,26,35,15,13,11,13,15,26,35,6,11,100,20,20,4,1,3,2,0,2,3,-1,4,5,0,0,24,11,0,0,1
15123,2015/10/21,4,29,30,27,15,4,15,27,29,30,2,10,105,21,25,3,2,1,2,0,3,2,1,5,6,1,1,26,12,0,1,1
15124,2015/10/24,6,4,12,31,32,4,6,12,31,32,3,6,85,17,15,1,4,-3,0,2,2,3,-1,4,6,1,1,28,19,1,1,1
15125,2015/10/26,2,28,17,3,15,2,3,15,17,28,8,10,65,13,25,3,2,1,2,0,1,4,-3,5,5,1,1,26,12,0,0,1
15126,2015/10/28,5,21,4,9,8,4,5,8,9,21,3,6,47,9.4,27,3,2,1,1,0,1,4,-3,5,4,2,2,17,12,0,0,1
15127,2015/10/31,9,19,11,30,14,9,11,14,19,30,3,8,83,16.6,23,3,2,1,1,0,2,3,-1,4,5,0,0,21,11,0,1,1
15128,2015/11/2,30,32,23,12,10,10,12,23,30,32,3,4,107,21.4,7,1,4,-3,0,2,3,2,1,3,4,0,0,22,11,0,1,2
15129,2015/11/4,1,29,25,6,23,1,6,23,25,29,3,9,84,16.8,24,4,1,3,2,0,3,2,1,5,6,0,0,28,17,1,1,1
15130,2015/11/7,31,17,32,34,25,17,25,31,32,34,2,12,139,27.8,19,3,2,1,2,1,4,1,3,5,6,1,1,17,8,0,1,0
15131,2015/11/9,19,17,27,11,20,11,17,19,20,27,2,3,94,18.8,24,4,1,3,2,0,3,2,1,4,5,1,1,16,7,0,1,0
15132,2015/11/11,3,8,18,14,27,3,8,14,18,27,1,5,70,14,30,2,3,-1,0,2,2,3,-1,4,6,0,0,24,9,1,1,1
15133,2015/11/14,25,7,3,8,30,3,7,8,25,30,4,8,73,14.6,23,3,2,1,1,0,2,3,-1,5,4,1,1,27,17,1,2,1
15134,2015/11/16,35,1,2,15,6,1,2,6,15,35,4,7,59,11.8,19,3,2,1,1,1,1,4,-3,4,6,1,1,34,20,0,0,2
15135,2015/11/18,16,25,5,20,29,5,16,20,25,29,6,8,95,19,25,3,2,1,1,1,3,2,1,4,4,0,0,24,11,0,0,2
15136,2015/11/21,20,29,5,23,32,5,20,23,29,32,2,10,109,21.8,19,3,2,1,1,0,4,1,3,5,4,0,0,27,15,1,3,0
15137,2015/11/23,23,17,26,14,21,14,17,21,23,26,8,11,101,20.2,21,3,2,1,2,0,3,2,1,5,4,0,0,12,4,0,1,1
15138,2015/11/25,1,29,32,20,16,1,16,20,29,32,4,7,98,19.6,18,2,3,-1,0,1,3,2,1,5,6,0,0,31,15,0,0,2
15139,2015/11/28,5,2,3,32,25,2,3,5,25,32,5,7,67,13.4,17,3,2,1,2,0,2,3,-1,3,6,1,1,30,20,1,1,1
15140,2015/11/30,1,15,11,35,26,1,11,15,26,35,6,11,88,17.6,18,4,1,3,2,0,2,3,-1,3,6,0,0,34,11,0,0,2
15141,2015/12/2,4,19,2,31,15,2,4,15,19,31,2,3,71,14.2,21,3,2,1,2,1,2,3,-1,5,6,0,0,29,12,1,1,1
15142,2015/12/5,12,26,22,30,14,12,14,22,26,30,3,6,104,20.8,14,0,5,-5,0,4,3,2,1,4,4,0,0,18,8,0,0,2
15143,2015/12/7,20,35,33,31,9,9,20,31,33,35,10,11,128,25.6,18,4,1,3,2,0,4,1,3,5,4,0,0,26,11,0,0,1
15144,2015/12/9,9,29,24,1,26,1,9,24,26,29,6,11,89,17.8,29,3,2,1,1,1,3,2,1,4,6,0,0,28,15,0,1,0
15145,2015/12/12,20,32,7,29,6,6,7,20,29,32,11,12,94,18.8,24,2,3,-1,0,0,3,2,1,5,6,1,1,26,13,0,1,0
15146,2015/12/14,19,31,15,27,4,4,15,19,27,31,4,11,96,19.2,26,4,1,3,3,0,3,2,1,5,4,0,0,27,11,0,0,2
15147,2015/12/16,1,13,2,19,18,1,2,13,18,19,8,10,53,10.6,23,3,2,1,0,0,2,3,-1,5,4,2,2,18,11,0,1,1
15148,2015/12/19,33,11,8,27,31,8,11,27,31,33,8,9,110,22,20,4,1,3,3,0,3,2,1,4,6,0,0,25,16,0,0,0
15149,2015/12/21,6,28,10,4,12,4,6,10,12,28,2,8,60,12,20,0,5,-5,0,4,1,4,-3,5,4,0,0,24,16,0,0,3
15150,2015/12/23,33,18,13,4,25,4,13,18,25,33,3,7,93,18.6,23,3,2,1,1,0,3,2,1,4,6,0,0,29,9,1,1,1
15151,2015/12/26,16,30,35,15,18,15,16,18,30,35,1,7,114,22.8,24,2,3,-1,0,2,3,2,1,4,6,1,1,20,12,1,1,0
15152,2015/12/28,35,5,22,29,4,4,5,22,29,35,2,11,95,19,25,3,2,1,1,0,3,2,1,4,6,1,1,31,17,1,1,1
15153,2015/12/30,27,1,22,7,33,1,7,22,27,33,2,11,90,18,20,4,1,3,2,0,3,2,1,4,4,0,0,32,15,1,1,0
16001,2016/1/2,7,30,20,19,1,1,7,19,20,30,5,10,77,15.4,17,3,2,1,2,1,3,2,1,4,6,1,1,29,12,2,2,0
16002,2016/1/4,7,12,25,35,18,7,12,18,25,35,7,9,97,19.4,27,3,2,1,1,1,3,2,1,4,6,0,0,28,10,0,1,1
16003,2016/1/6,4,12,22,17,26,4,12,17,22,26,6,7,81,16.2,21,1,4,-3,0,2,2,3,-1,4,5,0,0,22,8,1,1,2
16004,2016/1/9,10,23,20,32,35,10,20,23,32,35,9,10,120,24,10,2,3,-1,0,1,4,1,3,4,4,0,0,25,10,0,0,1
16005,2016/1/11,9,6,20,15,12,6,9,12,15,20,8,11,62,12.4,22,2,3,-1,0,0,1,4,-3,5,3,0,0,14,5,0,1,1
16006,2016/1/13,16,17,14,22,24,14,16,17,22,24,2,9,93,18.6,23,1,4,-3,0,2,2,3,-1,4,4,1,1,10,5,0,0,2
16007,2016/1/16,32,5,2,35,14,2,5,14,32,35,1,3,88,17.6,18,2,3,-1,0,1,2,3,-1,3,4,0,0,33,18,0,1,0
16008,2016/1/18,35,12,5,31,34,5,12,31,34,35,4,5,117,23.4,17,3,2,1,0,0,3,2,1,4,6,1,1,30,19,1,2,2
16009,2016/1/20,5,20,17,8,10,5,8,10,17,20,2,12,60,12,20,2,3,-1,0,1,1,4,-3,4,4,0,0,15,7,1,1,0
16010,2016/1/23,13,28,15,12,16,12,13,15,16,28,2,5,84,16.8,24,2,3,-1,1,1,1,4,-3,5,4,2,2,16,12,0,0,1
16011,2016/1/25,15,10,8,2,23,2,8,10,15,23,5,10,58,11.6,18,2,3,-1,1,2,1,4,-3,5,4,0,0,21,8,0,1,1
16012,2016/1/27,23,5,28,7,11,5,7,11,23,28,3,12,74,14.8,24,4,1,3,3,0,2,3,-1,5,6,0,0,23,12,0,1,2
16013,2016/1/30,3,21,23,31,35,3,21,23,31,35,2,11,113,22.6,13,5,0,5,4,0,4,1,3,3,6,0,0,32,18,0,1,0
16014,2016/2/1,6,21,24,8,27,6,8,21,24,27,2,10,86,17.2,26,2,3,-1,0,1,3,2,1,5,5,0,0,21,13,0,1,1
16015,2016/2/3,30,13,1,4,10,1,4,10,13,30,3,9,58,11.6,8,2,3,-1,0,1,1,4,-3,4,4,0,0,29,17,0,0,0
16016,2016/2/6,22,3,32,10,29,3,10,22,29,32,2,5,96,19.2,16,2,3,-1,0,1,3,2,1,4,4,0,0,29,12,0,1,2
16017,2016/2/15,29,28,24,18,11,11,18,24,28,29,5,10,110,22,30,2,3,-1,0,2,4,1,3,4,6,1,1,18,7,0,1,2
16018,2016/2/17,33,13,27,5,10,5,10,13,27,33,8,11,88,17.6,18,4,1,3,2,0,2,3,-1,4,6,0,0,28,14,0,0,2
16019,2016/2/20,26,20,15,11,4,4,11,15,20,26,8,9,76,15.2,16,2,3,-1,1,1,2,3,-1,5,5,0,0,22,7,0,0,3
16020,2016/2/22,22,16,29,1,30,1,16,22,29,30,2,9,98,19.6,18,2,3,-1,0,1,3,2,1,5,6,1,1,29,15,0,0,1
16021,2016/2/24,9,35,1,4,10,1,4,9,10,35,9,11,59,11.8,19,3,2,1,0,0,1,4,-3,5,6,1,1,34,25,1,1,0
16022,2016/2/27,18,21,30,4,35,4,18,21,30,35,2,11,108,21.6,18,2,3,-1,0,1,4,1,3,5,4,0,0,31,14,1,2,0
16023,2016/2/29,4,14,9,25,27,4,9,14,25,27,6,11,79,15.8,29,3,2,1,1,0,2,3,-1,4,5,0,0,23,11,1,1,0
16024,2016/3/2,2,15,11,1,18,1,2,11,15,18,4,8,47,9.4,17,3,2,1,1,0,1,4,-3,4,6,1,1,17,9,0,0,1
16025,2016/3/5,23,24,6,13,3,3,6,13,23,24,7,10,69,13.8,19,3,2,1,1,0,2,3,-1,3,5,1,1,21,10,0,0,1
16026,2016/3/7,34,2,6,30,29,2,6,29,30,34,1,7,101,20.2,21,1,4,-3,0,2,3,2,1,5,4,1,1,32,23,1,1,1
16027,2016/3/9,11,13,15,6,28,6,11,13,15,28,2,6,73,14.6,23,3,2,1,2,0,1,4,-3,5,5,0,0,22,13,0,1,1
16028,2016/3/12,13,31,18,23,20,13,18,20,23,31,3,6,105,21,15,3,2,1,1,1,4,1,3,4,5,0,0,18,8,0,1,0
16029,2016/3/14,26,27,32,29,20,20,26,27,29,32,5,12,134,26.8,24,2,3,-1,1,1,5,0,5,5,4,1,1,12,6,0,1,1
16030,2016/3/16,21,29,19,33,10,10,19,21,29,33,4,6,112,22.4,22,4,1,3,3,0,4,1,3,4,6,0,0,23,9,1,1,3
16031,2016/3/19,24,3,27,14,29,3,14,24,27,29,4,11,97,19.4,27,3,2,1,1,1,3,2,1,4,6,0,0,26,11,0,1,0
16032,2016/3/21,33,9,14,20,5,5,9,14,20,33,5,12,81,16.2,21,3,2,1,1,1,2,3,-1,5,6,0,0,28,13,0,1,0
16033,2016/3/23,14,15,31,35,3,3,14,15,31,35,9,10,98,19.6,18,4,1,3,2,0,2,3,-1,4,6,1,1,32,16,0,1,1
16034,2016/3/26,31,18,32,35,14,14,18,31,32,35,9,10,130,26,20,2,3,-1,0,1,4,1,3,5,4,1,1,21,13,1,3,2
16035,2016/3/28,22,17,29,25,24,17,22,24,25,29,9,12,117,23.4,27,3,2,1,1,1,4,1,3,5,4,1,1,12,5,0,0,1
16036,2016/3/30,26,7,30,15,31,7,15,26,30,31,3,6,109,21.8,19,3,2,1,1,1,3,2,1,5,6,1,1,24,11,0,0,2
16037,2016/4/2,13,34,5,24,3,3,5,13,24,34,3,5,79,15.8,19,3,2,1,2,1,2,3,-1,3,4,0,0,31,11,0,0,0
16038,2016/4/4,33,3,15,9,7,3,7,9,15,33,5,12,67,13.4,27,5,0,5,4,0,1,4,-3,4,5,0,0,30,18,1,1,1
16039,2016/4/6,1,28,22,16,8,1,8,16,22,28,4,5,75,15,25,1,4,-3,0,3,2,3,-1,4,5,0,0,27,8,0,0,2
16040,2016/4/9,35,29,20,22,30,20,22,29,30,35,1,6,136,27.2,16,2,3,-1,0,1,5,0,5,4,6,1,1,15,7,0,1,1
16041,2016/4/11,27,24,23,34,12,12,23,24,27,34,3,6,120,24,20,2,3,-1,0,0,4,1,3,4,5,1,1,22,11,0,0,2
16042,2016/4/13,24,6,19,2,8,2,6,8,19,24,1,6,59,11.8,29,1,4,-3,0,2,2,3,-1,5,6,0,0,22,11,0,1,1
16043,2016/4/16,16,9,33,1,34,1,9,16,33,34,9,12,93,18.6,23,3,2,1,1,0,2,3,-1,5,6,1,1,33,17,0,0,2
16044,2016/4/18,20,10,1,31,6,1,6,10,20,31,5,11,68,13.6,8,2,3,-1,0,2,2,3,-1,3,6,0,0,30,11,1,1,1
16045,2016/4/20,30,33,25,7,11,7,11,25,30,33,2,8,106,21.2,16,4,1,3,2,0,3,2,1,5,6,0,0,26,14,0,0,3
16046,2016/4/23,19,22,34,3,32,3,19,22,32,34,8,12,110,22,20,2,3,-1,1,2,4,1,3,4,6,0,0,31,16,0,0,2
16047,2016/4/25,23,3,29,32,2,2,3,23,29,32,5,9,89,17.8,19,3,2,1,2,0,3,2,1,3,6,1,1,30,20,0,2,2
16048,2016/4/27,12,25,17,27,4,4,12,17,25,27,4,10,85,17,25,3,2,1,2,1,2,3,-1,4,4,0,0,23,8,0,0,1
16049,2016/4/30,5,33,3,4,27,3,4,5,27,33,4,9,72,14.4,22,4,1,3,2,0,2,3,-1,4,5,2,1,30,22,0,2,2
16050,2016/5/2,17,21,35,29,7,7,17,21,29,35,4,5,109,21.8,29,5,0,5,4,0,3,2,1,4,5,0,0,28,10,0,0,0
16051,2016/5/4,21,24,23,16,32,16,21,23,24,32,7,8,116,23.2,16,2,3,-1,1,1,4,1,3,5,5,1,1,16,8,0,1,1
16052,2016/5/7,14,33,19,20,8,8,14,19,20,33,10,11,94,18.8,24,2,3,-1,0,1,3,2,1,5,5,1,1,25,13,0,0,2
16053,2016/5/9,13,30,35,4,15,4,13,15,30,35,3,5,97,19.4,17,3,2,1,1,0,2,3,-1,4,6,0,0,31,15,0,0,2
16054,2016/5/11,5,30,9,21,2,2,5,9,21,30,6,7,67,13.4,17,3,2,1,2,0,2,3,-1,5,6,0,0,28,12,0,1,1
16055,2016/5/14,21,34,6,30,27,6,21,27,30,34,4,9,118,23.6,18,2,3,-1,1,1,4,1,3,5,6,0,0,28,15,0,2,1
16056,2016/5/16,12,35,10,14,31,10,12,14,31,35,4,5,102,20.4,12,2,3,-1,1,2,2,3,-1,5,3,0,0,25,17,0,0,2
16057,2016/5/18,17,30,23,8,19,8,17,19,23,30,3,8,97,19.4,27,3,2,1,2,0,3,2,1,5,5,0,0,22,9,0,0,1
16058,2016/5/21,23,28,15,2,17,2,15,17,23,28,5,9,85,17,25,3,2,1,2,0,2,3,-1,5,5,0,0,26,13,1,2,0
16059,2016/5/23,33,2,28,10,27,2,10,27,28,33,5,7,100,20,20,2,3,-1,0,1,3,2,1,5,6,1,1,31,17,1,2,1
16060,2016/5/25,22,34,2,27,6,2,6,22,27,34,8,11,91,18.2,21,1,4,-3,0,2,3,2,1,4,6,0,0,32,16,1,2,2
16061,2016/5/28,23,21,15,9,17,9,15,17,21,23,7,12,85,17,25,5,0,5,4,0,2,3,-1,5,2,0,0,14,6,0,0,2
16062,2016/5/30,14,35,2,15,10,2,10,14,15,35,1,9,76,15.2,16,2,3,-1,1,2,1,4,-3,4,6,1,1,33,20,0,1,2
16063,2016/6/1,35,22,12,27,8,8,12,22,27,35,5,9,104,20.8,24,2,3,-1,1,2,3,2,1,4,6,0,0,27,10,1,1,0
16064,2016/6/4,2,1,18,35,10,1,2,10,18,35,5,11,66,13.2,16,2,3,-1,0,2,2,3,-1,5,4,1,1,34,17,1,1,0
16065,2016/6/6,18,1,24,22,9,1,9,18,22,24,11,12,74,14.8,24,2,3,-1,1,2,3,2,1,5,6,0,0,23,9,1,2,2
16066,2016/6/8,29,31,28,33,10,10,28,29,31,33,5,11,131,26.2,21,3,2,1,2,1,4,1,3,5,5,1,1,23,18,0,0,1
16067,2016/6/11,2,19,11,13,8,2,8,11,13,19,2,8,53,10.6,23,3,2,1,2,1,1,4,-3,5,4,0,0,17,6,0,0,1
16068,2016/6/13,22,26,5,34,7,5,7,22,26,34,7,12,94,18.8,24,2,3,-1,1,2,3,2,1,5,6,0,0,29,15,0,0,1
16069,2016/6/15,17,19,14,30,23,14,17,19,23,30,2,9,103,20.6,23,3,2,1,2,0,3,2,1,5,6,0,0,16,7,0,0,1
16070,2016/6/18,9,23,2,13,19,2,9,13,19,23,5,7,66,13.2,26,4,1,3,3,0,2,3,-1,3,4,0,0,21,7,0,2,1
16071,2016/6/20,15,20,19,33,8,8,15,19,20,33,7,12,95,19,25,3,2,1,1,0,3,2,1,5,6,1,1,25,13,0,1,2
16072,2016/6/22,20,31,26,16,24,16,20,24,26,31,4,9,117,23.4,17,1,4,-3,0,3,4,1,3,4,5,0,0,15,5,0,1,2
16073,2016/6/25,24,14,17,27,7,7,14,17,24,27,8,10,89,17.8,29,3,2,1,0,0,2,3,-1,2,2,0,0,20,7,0,1,2
16074,2016/6/27,5,14,1,11,7,1,5,7,11,14,3,8,38,7.6,18,4,1,3,3,0,0,5,-5,4,4,0,0,13,4,0,2,0
16075,2016/6/29,3,7,17,22,31,3,7,17,22,31,8,12,80,16,20,4,1,3,2,0,2,3,-1,4,5,0,0,28,10,0,1,0
16076,2016/7/2,8,31,3,10,17,3,8,10,17,31,5,6,69,13.8,19,3,2,1,1,1,1,4,-3,5,4,0,0,28,14,2,3,1
16077,2016/7/4,16,35,14,9,11,9,11,14,16,35,2,5,85,17,25,3,2,1,1,1,1,4,-3,5,4,0,0,26,19,0,0,3
16078,2016/7/6,31,18,29,7,35,7,18,29,31,35,5,11,120,24,30,4,1,3,2,0,4,1,3,5,5,0,0,28,11,1,1,0
16079,2016/7/9,14,20,15,7,27,7,14,15,20,27,5,10,83,16.6,23,3,2,1,0,0,2,3,-1,4,4,1,1,20,7,1,1,0
16080,2016/7/11,33,30,15,20,29,15,20,29,30,33,7,12,127,25.4,17,3,2,1,0,0,4,1,3,4,6,1,1,18,9,0,2,1
16081,2016/7/13,18,21,6,7,33,6,7,18,21,33,3,8,85,17,25,3,2,1,1,0,3,2,1,5,4,1,1,27,12,1,1,1
16082,2016/7/16,8,23,3,29,28,3,8,23,28,29,2,7,91,18.2,31,3,2,1,0,0,3,2,1,3,4,1,1,26,15,0,0,1
16083,2016/7/18,1,35,33,9,5,1,5,9,33,35,1,5,83,16.6,23,5,0,5,4,0,2,3,-1,4,5,0,0,34,24,0,0,1
16084,2016/7/20,15,26,35,8,12,8,12,15,26,35,1,8,96,19.2,26,2,3,-1,0,1,2,3,-1,4,6,0,0,27,11,1,1,1
16085,2016/7/23,27,31,32,14,15,14,15,27,31,32,1,7,119,23.8,19,3,2,1,2,0,3,2,1,5,4,2,2,18,12,0,1,2
16086,2016/7/25,25,5,3,22,30,3,5,22,25,30,7,9,85,17,15,3,2,1,1,0,3,2,1,4,6,0,0,27,17,0,0,1
16087,2016/7/27,3,25,17,16,23,3,16,17,23,25,7,9,84,16.8,24,4,1,3,2,0,2,3,-1,4,6,1,1,22,13,1,2,1
16088,2016/7/30,6,17,30,21,4,4,6,17,21,30,6,11,78,15.6,18,2,3,-1,1,1,2,3,-1,5,5,0,0,26,11,1,1,2
16089,2016/8/1,28,7,17,34,14,7,14,17,28,34,7,10,100,20,30,2,3,-1,0,1,2,3,-1,3,6,0,0,27,11,1,1,1
16090,2016/8/3,32,4,28,6,8,4,6,8,28,32,7,12,78,15.6,28,0,5,-5,0,4,2,3,-1,4,3,0,0,28,20,1,1,2
16091,2016/8/6,13,21,22,8,17,8,13,17,21,22,2,8,81,16.2,21,3,2,1,2,0,2,3,-1,5,3,1,1,14,5,0,1,0
16092,2016/8/8,34,31,33,13,2,2,13,31,33,34,7,11,113,22.6,13,3,2,1,2,0,3,2,1,4,6,1,1,32,18,1,1,0
16093,2016/8/10,30,14,8,1,35,1,8,14,30,35,6,7,88,17.6,18,2,3,-1,0,2,2,3,-1,5,6,0,0,34,16,0,0,4
16094,2016/8/13,16,14,17,18,1,1,14,16,17,18,5,7,66,13.2,26,2,3,-1,0,1,1,4,-3,5,4,2,1,17,13,1,2,0
16095,2016/8/15,18,12,21,19,8,8,12,18,19,21,3,6,78,15.6,28,2,3,-1,1,2,3,2,1,4,6,1,1,13,6,0,1,2
16096,2016/8/17,12,8,6,21,1,1,6,8,12,21,5,10,48,9.6,18,2,3,-1,0,2,1,4,-3,4,6,0,0,20,9,1,3,0
16097,2016/8/20,6,33,31,8,18,6,8,18,31,33,10,12,96,19.2,26,2,3,-1,1,2,3,2,1,4,4,0,0,27,13,0,2,0
16098,2016/8/22,11,9,8,20,29,8,9,11,20,29,4,5,77,15.4,27,3,2,1,1,0,2,3,-1,4,5,1,1,21,9,0,1,1
16099,2016/8/24,4,3,14,27,12,3,4,12,14,27,1,5,60,12,20,2,3,-1,0,2,1,4,-3,4,6,1,1,24,13,0,0,1
16100,2016/8/27,12,19,8,26,30,8,12,19,26,30,2,12,95,19,25,1,4,-3,0,2,3,2,1,5,2,0,0,22,7,0,1,1
16101,2016/8/29,28,35,6,33,4,4,6,28,33,35,7,12,106,21.2,26,2,3,-1,1,2,3,2,1,5,4,0,0,31,22,0,0,0
16102,2016/8/31,5,3,6,35,34,3,5,6,34,35,3,12,83,16.6,23,3,2,1,1,1,2,3,-1,4,4,2,2,32,28,1,2,3
16103,2016/9/3,20,29,23,14,5,5,14,20,23,29,3,11,91,18.2,21,3,2,1,1,1,3,2,1,5,2,0,0,24,9,0,1,1
16104,2016/9/5,23,1,30,20,22,1,20,22,23,30,6,7,96,19.2,6,2,3,-1,0,1,4,1,3,4,6,1,1,29,19,1,2,2
16105,2016/9/7,11,34,35,31,8,8,11,31,34,35,1,2,119,23.8,19,3,2,1,1,0,3,2,1,4,4,1,1,27,20,0,0,1
16106,2016/9/10,33,30,3,35,21,3,21,30,33,35,1,4,122,24.4,12,4,1,3,2,0,4,1,3,4,6,0,0,32,18,1,1,3
16107,2016/9/12,24,6,2,26,19,2,6,19,24,26,4,6,77,15.4,27,1,4,-3,0,2,3,2,1,4,6,0,0,24,13,0,0,1
16108,2016/9/14,23,17,25,10,22,10,17,22,23,25,7,9,97,19.4,17,3,2,1,1,0,3,2,1,5,6,1,1,15,7,0,0,2
16109,2016/9/17,28,31,34,3,25,3,25,28,31,34,11,12,121,24.2,21,3,2,1,1,0,4,1,3,5,3,0,0,31,22,0,1,0
16110,2016/9/19,20,21,30,7,23,7,20,21,23,30,7,10,101,20.2,11,3,2,1,1,0,4,1,3,4,6,1,1,23,13,0,0,1
16111,2016/9/21,27,9,22,4,26,4,9,22,26,27,2,12,88,17.6,28,2,3,-1,0,1,3,2,1,5,4,1,1,23,13,0,0,1
16112,2016/9/24,22,23,32,7,31,7,22,23,31,32,4,5,115,23,15,3,2,1,1,0,4,1,3,4,4,2,2,25,15,0,1,1
16113,2016/9/26,34,17,10,11,30,10,11,17,30,34,3,12,102,20.4,12,2,3,-1,1,1,2,3,-1,4,6,1,1,24,13,0,0,1
16114,2016/9/28,33,20,16,32,17,16,17,20,32,33,3,7,118,23.6,18,2,3,-1,0,1,3,2,1,5,4,2,2,17,12,0,1,2
16115,2016/10/1,1,4,15,31,34,1,4,15,31,34,2,11,85,17,15,3,2,1,1,0,2,3,-1,3,4,0,0,33,16,0,0,3
